Pattern,MatchesList,Use,Matches,Clue,Answer,Quality,Difficulty,Reviewed
s_arth,"['swarth', 'sparth']",,swarth sparth,,,,,FALSE
swart_,"['swarth', 'swarty']",,swarth swarty,,,,,FALSE
p_oped,"['pooped', 'proped']",,pooped proped,,,,,FALSE
h_lloa,"['halloa', 'holloa']",,halloa holloa,,,,,FALSE
el_ish,"['elvish', 'elfish']",,elvish elfish,,,,,FALSE
cre_el,"['crewel', 'crenel']",,crewel crenel,,,,,FALSE
crewe_,"['crewel', 'crewet']",,crewel crewet,,,,,FALSE
isati_,"['isatin', 'isatis', 'isatic']",,isatin isatis isatic,,,,,FALSE
gur_et,"['gurnet', 'gurlet']",,gurnet gurlet,,,,,FALSE
galag_,"['galago', 'galage']",,galago galage,,,,,FALSE
remor_,"['remora', 'remord']",,remora remord,,,,,FALSE
_aglet,"['eaglet', 'taglet']",,eaglet taglet,,,,,FALSE
ea_let,"['eaglet', 'earlet']",,eaglet earlet,,,,,FALSE
gui_er,"['guider', 'guiser']",,guider guiser,,,,,FALSE
_nseal,"['unseal', 'enseal']",,unseal enseal,,,,,FALSE
unse_l,"['unseal', 'unseel']",,unseal unseel,,,,,FALSE
cyani_,"['cyanic', 'cyanin']",,cyanic cyanin,,,,,FALSE
to_tle,"['tootle', 'tottle']",,tootle tottle,,,,,FALSE
m_mmer,"['mummer', 'mammer']",,mummer mammer,,,,,FALSE
mum_er,"['mummer', 'mumper']",,mummer mumper,,,,,FALSE
_imnel,"['simnel', 'kimnel']",,simnel kimnel,,,,,FALSE
ma_gre,"['maugre', 'malgre', 'maigre']",,maugre malgre maigre,,,,,FALSE
bel_ve,"['belive', 'belove']",,belive belove,,,,,FALSE
s_ithe,"['saithe', 'swithe', 'snithe']",,saithe swithe snithe,,,,,FALSE
r_oter,"['rioter', 'rooter']",,rioter rooter,,,,,FALSE
ri_ter,"['rioter', 'rifter']",,rioter rifter,,,,,FALSE
tea_el,"['teasel', 'teazel']",,teasel teazel,,,,,FALSE
illu_e,"['illume', 'illude', 'illure']",,illume illude illure,,,,,FALSE
tuske_,"['tusker', 'tusked']",,tusker tusked,,,,,FALSE
_erule,"['ferule', 'cerule', 'perule']",,ferule cerule perule,,,,,FALSE
ferul_,"['ferule', 'ferula']",,ferule ferula,,,,,FALSE
garr_n,"['garran', 'garron']",,garran garron,,,,,FALSE
remo_d,"['remold', 'remord']",,remold remord,,,,,FALSE
p_rrie,"['pirrie', 'perrie']",,pirrie perrie,,,,,FALSE
syrti_,"['syrtis', 'syrtic']",,syrtis syrtic,,,,,FALSE
t_xine,"['toxine', 'taxine']",,toxine taxine,,,,,FALSE
to_ine,"['toxine', 'tobine']",,toxine tobine,,,,,FALSE
lo_gan,"['longan', 'loggan']",,longan loggan,,,,,FALSE
hon_ed,"['honied', 'honved']",,honied honved,,,,,FALSE
leuci_,"['leucin', 'leucic']",,leucin leucic,,,,,FALSE
bi_gen,"['biogen', 'biggen']",,biogen biggen,,,,,FALSE
_alade,"['salade', 'calade']",,salade calade,,,,,FALSE
_ookey,"['hookey', 'cookey']",,hookey cookey,,,,,FALSE
ga_oid,"['ganoid', 'gadoid']",,ganoid gadoid,,,,,FALSE
ham_le,"['hamble', 'hamule']",,hamble hamule,,,,,FALSE
incu_e,"['incuse', 'incube', 'incute']",,incuse incube incute,,,,,FALSE
incus_,"['incuse', 'incuss']",,incuse incuss,,,,,FALSE
_ilden,"['gilden', 'milden']",,gilden milden,,,,,FALSE
j_tter,"['jetter', 'jotter']",,jetter jotter,,,,,FALSE
jette_,"['jetter', 'jettee']",,jetter jettee,,,,,FALSE
b_land,"['byland', 'biland']",,byland biland,,,,,FALSE
dand_e,"['dandie', 'dandle']",,dandie dandle,,,,,FALSE
bra_er,"['brayer', 'bracer']",,brayer bracer,,,,,FALSE
pa_nim,"['paynim', 'painim']",,paynim painim,,,,,FALSE
strow_,"['strown', 'strowl']",,strown strowl,,,,,FALSE
p_tage,"['potage', 'putage']",,potage putage,,,,,FALSE
pota_e,"['potage', 'potale']",,potage potale,,,,,FALSE
_enite,"['venite', 'yenite', 'jenite']",,venite yenite jenite,,,,,FALSE
ho_dah,"['howdah', 'houdah']",,howdah houdah,,,,,FALSE
arios_,"['arioso', 'ariose']",,arioso ariose,,,,,FALSE
sar_in,"['sarkin', 'sarcin']",,sarkin sarcin,,,,,FALSE
_amish,"['famish', 'lamish']",,famish lamish,,,,,FALSE
s_gger,"['sagger', 'sigger']",,sagger sigger,,,,,FALSE
_narch,"['inarch', 'anarch', 'enarch']",,inarch anarch enarch,,,,,FALSE
_errel,"['terrel', 'verrel']",,terrel verrel,,,,,FALSE
t_rrel,"['terrel', 'turrel']",,terrel turrel,,,,,FALSE
ter_el,"['terrel', 'tercel']",,terrel tercel,,,,,FALSE
terre_,"['terrel', 'terret']",,terrel terret,,,,,FALSE
lyris_,"['lyrist', 'lyrism']",,lyrist lyrism,,,,,FALSE
poly_e,"['polype', 'polyve']",,polype polyve,,,,,FALSE
_abion,"['gabion', 'babion']",,gabion babion,,,,,FALSE
non_ne,"['nonane', 'nonone']",,nonane nonone,,,,,FALSE
_abler,"['tabler', 'fabler']",,tabler fabler,,,,,FALSE
unla_e,"['unlade', 'unlace']",,unlade unlace,,,,,FALSE
tea_he,"['teache', 'teathe']",,teache teathe,,,,,FALSE
meete_,"['meeter', 'meeten']",,meeter meeten,,,,,FALSE
_nmesh,"['enmesh', 'inmesh']",,enmesh inmesh,,,,,FALSE
ob_lus,"['obolus', 'obelus']",,obolus obelus,,,,,FALSE
per_ix,"['perdix', 'perfix', 'permix']",,perdix perfix permix,,,,,FALSE
perdi_,"['perdix', 'perdie']",,perdix perdie,,,,,FALSE
ho_pen,"['holpen', 'hogpen']",,holpen hogpen,,,,,FALSE
c_evet,"['chevet', 'crevet']",,chevet crevet,,,,,FALSE
che_et,"['chevet', 'chewet']",,chevet chewet,,,,,FALSE
cheve_,"['chevet', 'cheven']",,chevet cheven,,,,,FALSE
_olily,"['holily', 'folily']",,holily folily,,,,,FALSE
glair_,"['glairy', 'glaire']",,glairy glaire,,,,,FALSE
s_obby,"['snobby', 'scobby']",,snobby scobby,,,,,FALSE
pou_er,"['pouter', 'pourer']",,pouter pourer,,,,,FALSE
_arcon,"['garcon', 'barcon']",,garcon barcon,,,,,FALSE
gar_on,"['garcon', 'garron', 'gardon']",,garcon garron gardon,,,,,FALSE
s_oven,"['sloven', 'shoven']",,sloven shoven,,,,,FALSE
_aique,"['caique', 'kaique']",,caique kaique,,,,,FALSE
tr_gon,"['trigon', 'trogon', 'trygon']",,trigon trogon trygon,,,,,FALSE
trig_n,"['trigon', 'trigyn']",,trigon trigyn,,,,,FALSE
misse_,"['missel', 'misset']",,missel misset,,,,,FALSE
r_ndel,"['rondel', 'rundel']",,rondel rundel,,,,,FALSE
_ymnic,"['hymnic', 'gymnic']",,hymnic gymnic,,,,,FALSE
in_old,"['infold', 'inhold']",,infold inhold,,,,,FALSE
sp_ent,"['sprent', 'splent']",,sprent splent,,,,,FALSE
b_rgee,"['burgee', 'bargee']",,burgee bargee,,,,,FALSE
w_mble,"['wimble', 'wamble']",,wimble wamble,,,,,FALSE
wi_ble,"['wimble', 'wirble']",,wimble wirble,,,,,FALSE
p_lter,"['palter', 'pelter']",,palter pelter,,,,,FALSE
s_moom,"['simoom', 'sumoom']",,simoom sumoom,,,,,FALSE
simoo_,"['simoom', 'simoon']",,simoom simoon,,,,,FALSE
_erula,"['ferula', 'perula']",,ferula perula,,,,,FALSE
fe_ula,"['ferula', 'fecula']",,ferula fecula,,,,,FALSE
upris_,"['uprise', 'uprist']",,uprise uprist,,,,,FALSE
_umple,"['rumple', 'dumple']",,rumple dumple,,,,,FALSE
r_mple,"['rumple', 'rimple']",,rumple rimple,,,,,FALSE
rumpl_,"['rumple', 'rumply']",,rumple rumply,,,,,FALSE
_owser,"['dowser', 'towser']",,dowser towser,,,,,FALSE
do_ser,"['dowser', 'dosser', 'dorser']",,dowser dosser dorser,,,,,FALSE
dowse_,"['dowser', 'dowset']",,dowser dowset,,,,,FALSE
_nhang,"['anhang', 'unhang']",,anhang unhang,,,,,FALSE
_ffuse,"['effuse', 'affuse']",,effuse affuse,,,,,FALSE
effu_e,"['effuse', 'effume']",,effuse effume,,,,,FALSE
mis_in,"['miskin', 'mislin']",,miskin mislin,,,,,FALSE
misk_n,"['miskin', 'misken']",,miskin misken,,,,,FALSE
b_gwig,"['bigwig', 'bagwig']",,bigwig bagwig,,,,,FALSE
_ongee,"['pongee', 'congee']",,pongee congee,,,,,FALSE
pon_ee,"['pongee', 'pontee']",,pongee pontee,,,,,FALSE
n_cker,"['nicker', 'nacker']",,nicker nacker,,,,,FALSE
shee_y,"['sheeny', 'sheely', 'sheepy']",,sheeny sheely sheepy,,,,,FALSE
sc_tal,"['scutal', 'scotal']",,scutal scotal,,,,,FALSE
sorde_,"['sordes', 'sordet']",,sordes sordet,,,,,FALSE
un_olt,"['unbolt', 'uncolt']",,unbolt uncolt,,,,,FALSE
unb_lt,"['unbolt', 'unbelt']",,unbolt unbelt,,,,,FALSE
unbo_t,"['unbolt', 'unboot']",,unbolt unboot,,,,,FALSE
_iacid,"['diacid', 'biacid']",,diacid biacid,,,,,FALSE
_vular,"['uvular', 'ovular']",,uvular ovular,,,,,FALSE
bis_er,"['bister', 'bismer']",,bister bismer,,,,,FALSE
glai_e,"['glaive', 'glaire']",,glaive glaire,,,,,FALSE
gitan_,"['gitano', 'gitana']",,gitano gitana,,,,,FALSE
punki_,"['punkin', 'punkie']",,punkin punkie,,,,,FALSE
hum_te,"['humate', 'humite']",,humate humite,,,,,FALSE
ke_ver,"['keever', 'kerver']",,keever kerver,,,,,FALSE
_erboa,"['jerboa', 'gerboa']",,jerboa gerboa,,,,,FALSE
tr_pan,"['trepan', 'trapan']",,trepan trapan,,,,,FALSE
_igged,"['wigged', 'nigged']",,wigged nigged,,,,,FALSE
_lumpy,"['clumpy', 'plumpy', 'slumpy', 'glumpy']",,clumpy plumpy slumpy glumpy,,,,,FALSE
c_umpy,"['clumpy', 'crumpy']",,clumpy crumpy,,,,,FALSE
tetr_l,"['tetryl', 'tetrol']",,tetryl tetrol,,,,,FALSE
mo_lah,"['mollah', 'moplah', 'moolah']",,mollah moplah moolah,,,,,FALSE
ca_let,"['camlet', 'callet', 'cablet']",,camlet callet cablet,,,,,FALSE
_ellon,"['bellon', 'vellon', 'fellon']",,bellon vellon fellon,,,,,FALSE
pomel_,"['pomelo', 'pomely']",,pomelo pomely,,,,,FALSE
rum_er,"['rummer', 'rumper']",,rummer rumper,,,,,FALSE
es_oin,"['essoin', 'esloin']",,essoin esloin,,,,,FALSE
bewra_,"['bewray', 'bewrap']",,bewray bewrap,,,,,FALSE
tacke_,"['tacker', 'tacket', 'tackey']",,tacker tacket tackey,,,,,FALSE
garro_,"['garron', 'garrot']",,garron garrot,,,,,FALSE
da_oit,"['dacoit', 'dakoit']",,dacoit dakoit,,,,,FALSE
_acule,"['macule', 'bacule']",,macule bacule,,,,,FALSE
mac_le,"['macule', 'mackle']",,macule mackle,,,,,FALSE
_urrel,"['burrel', 'turrel']",,burrel turrel,,,,,FALSE
bur_el,"['burrel', 'burhel']",,burrel burhel,,,,,FALSE
dev_st,"['devest', 'devast']",,devest devast,,,,,FALSE
sa_let,"['sallet', 'samlet']",,sallet samlet,,,,,FALSE
cr_mpy,"['crampy', 'crimpy', 'crumpy']",,crampy crimpy crumpy,,,,,FALSE
_opeck,"['kopeck', 'copeck']",,kopeck copeck,,,,,FALSE
verdi_,"['verdin', 'verdit']",,verdin verdit,,,,,FALSE
co_age,"['corage', 'cowage']",,corage cowage,,,,,FALSE
be_eem,"['beseem', 'beteem']",,beseem beteem,,,,,FALSE
besee_,"['beseem', 'beseen', 'beseek']",,beseem beseen beseek,,,,,FALSE
s_lvas,"['silvas', 'selvas']",,silvas selvas,,,,,FALSE
reso_n,"['resoun', 'resown']",,resoun resown,,,,,FALSE
heppe_,"['hepper', 'heppen']",,hepper heppen,,,,,FALSE
_eechy,"['beechy', 'reechy']",,beechy reechy,,,,,FALSE
_nfile,"['infile', 'unfile']",,infile unfile,,,,,FALSE
in_ile,"['infile', 'invile']",,infile invile,,,,,FALSE
infil_,"['infile', 'infilm']",,infile infilm,,,,,FALSE
_etchy,"['tetchy', 'vetchy', 'letchy']",,tetchy vetchy letchy,,,,,FALSE
styr_l,"['styryl', 'styrol']",,styryl styrol,,,,,FALSE
sca_us,"['scarus', 'scapus']",,scarus scapus,,,,,FALSE
bo_dar,"['bondar', 'bordar']",,bondar bordar,,,,,FALSE
s_eary,"['smeary', 'speary']",,smeary speary,,,,,FALSE
_ilice,"['milice', 'cilice']",,milice cilice,,,,,FALSE
f_rial,"['ferial', 'furial']",,ferial furial,,,,,FALSE
fe_ial,"['ferial', 'fecial']",,ferial fecial,,,,,FALSE
_alser,"['falser', 'halser']",,falser halser,,,,,FALSE
capri_,"['capric', 'caprid']",,capric caprid,,,,,FALSE
_mbank,"['embank', 'imbank']",,embank imbank,,,,,FALSE
sab_an,"['sabean', 'sabian']",,sabean sabian,,,,,FALSE
_roche,"['broche', 'troche', 'croche']",,broche troche croche,,,,,FALSE
_ntomb,"['entomb', 'intomb', 'untomb']",,entomb intomb untomb,,,,,FALSE
en_omb,"['entomb', 'enwomb']",,entomb enwomb,,,,,FALSE
pe_rie,"['perrie', 'peerie']",,perrie peerie,,,,,FALSE
per_ie,"['perrie', 'perdie']",,perrie perdie,,,,,FALSE
senn_t,"['sennet', 'sennit']",,sennet sennit,,,,,FALSE
_ankly,"['rankly', 'lankly']",,rankly lankly,,,,,FALSE
brig_e,"['brigge', 'brigue']",,brigge brigue,,,,,FALSE
ratte_,"['ratten', 'ratter']",,ratten ratter,,,,,FALSE
_heely,"['sheely', 'wheely']",,sheely wheely,,,,,FALSE
phola_,"['pholas', 'pholad']",,pholas pholad,,,,,FALSE
spa_er,"['spader', 'sparer']",,spader sparer,,,,,FALSE
u_hand,"['unhand', 'uphand']",,unhand uphand,,,,,FALSE
un_and,"['unhand', 'unland']",,unhand unland,,,,,FALSE
unhan_,"['unhand', 'unhang']",,unhand unhang,,,,,FALSE
up_ush,"['uprush', 'upgush']",,uprush upgush,,,,,FALSE
_amite,"['samite', 'hamite', 'zamite']",,samite hamite zamite,,,,,FALSE
sa_ite,"['samite', 'salite']",,samite salite,,,,,FALSE
_ncyst,"['encyst', 'incyst']",,encyst incyst,,,,,FALSE
prog_e,"['progne', 'progue']",,progne progue,,,,,FALSE
_ourde,"['gourde', 'sourde']",,gourde sourde,,,,,FALSE
gourd_,"['gourde', 'gourdy']",,gourde gourdy,,,,,FALSE
_nlace,"['unlace', 'enlace', 'inlace']",,unlace enlace inlace,,,,,FALSE
un_ace,"['unlace', 'unface']",,unlace unface,,,,,FALSE
p_ntil,"['pontil', 'puntil']",,pontil puntil,,,,,FALSE
po_til,"['pontil', 'postil']",,pontil postil,,,,,FALSE
wa_per,"['warper', 'wapper']",,warper wapper,,,,,FALSE
zym_se,"['zymase', 'zymose']",,zymase zymose,,,,,FALSE
zonu_e,"['zonule', 'zonure']",,zonule zonure,,,,,FALSE
sho_en,"['shoven', 'shopen']",,shoven shopen,,,,,FALSE
debar_,"['debark', 'debarb']",,debark debarb,,,,,FALSE
to_ear,"['toyear', 'totear']",,toyear totear,,,,,FALSE
moone_,"['mooned', 'mooner', 'moonet']",,mooned mooner moonet,,,,,FALSE
re_ver,"['reaver', 'reiver']",,reaver reiver,,,,,FALSE
gr_per,"['groper', 'griper']",,groper griper,,,,,FALSE
b_name,"['byname', 'bename']",,byname bename,,,,,FALSE
ter_et,"['tercet', 'terret']",,tercet terret,,,,,FALSE
terce_,"['tercet', 'tercel']",,tercet tercel,,,,,FALSE
_lummy,"['plummy', 'glummy']",,plummy glummy,,,,,FALSE
plum_y,"['plummy', 'plumpy']",,plummy plumpy,,,,,FALSE
smo_ch,"['smooch', 'smouch']",,smooch smouch,,,,,FALSE
_awing,"['jawing', 'lawing']",,jawing lawing,,,,,FALSE
do_ish,"['dovish', 'dotish']",,dovish dotish,,,,,FALSE
_leety,"['sleety', 'gleety']",,sleety gleety,,,,,FALSE
nerit_,"['nerita', 'nerite']",,nerita nerite,,,,,FALSE
stra_y,"['strawy', 'strany']",,strawy strany,,,,,FALSE
_osser,"['tosser', 'dosser']",,tosser dosser,,,,,FALSE
to_ser,"['tosser', 'towser', 'touser']",,tosser towser touser,,,,,FALSE
tosse_,"['tosser', 'tossel']",,tosser tossel,,,,,FALSE
s_iddy,"['smiddy', 'stiddy']",,smiddy stiddy,,,,,FALSE
_onite,"['tonite', 'conite', 'konite']",,tonite conite konite,,,,,FALSE
t_nite,"['tonite', 'tanite']",,tonite tanite,,,,,FALSE
to_ite,"['tonite', 'touite']",,tonite touite,,,,,FALSE
palol_,"['palolo', 'palola']",,palolo palola,,,,,FALSE
_nseam,"['inseam', 'unseam', 'enseam']",,inseam unseam enseam,,,,,FALSE
troch_,"['troche', 'trocha']",,troche trocha,,,,,FALSE
ba_ion,"['basion', 'babion']",,basion babion,,,,,FALSE
_hieve,"['thieve', 'chieve']",,thieve chieve,,,,,FALSE
whi_er,"['whiner', 'whider']",,whiner whider,,,,,FALSE
pignu_,"['pignut', 'pignus']",,pignut pignus,,,,,FALSE
b_oomy,"['bloomy', 'broomy']",,bloomy broomy,,,,,FALSE
blo_my,"['bloomy', 'blosmy']",,bloomy blosmy,,,,,FALSE
_emuse,"['bemuse', 'hemuse']",,bemuse hemuse,,,,,FALSE
tolui_,"['toluic', 'toluid']",,toluic toluid,,,,,FALSE
stroo_,"['strook', 'stroot']",,strook stroot,,,,,FALSE
_eplum,"['peplum', 'replum']",,peplum replum,,,,,FALSE
peplu_,"['peplum', 'peplus']",,peplum peplus,,,,,FALSE
b_rken,"['birken', 'barken']",,birken barken,,,,,FALSE
_nlink,"['unlink', 'enlink']",,unlink enlink,,,,,FALSE
unlin_,"['unlink', 'unline']",,unlink unline,,,,,FALSE
_arkee,"['markee', 'parkee']",,markee parkee,,,,,FALSE
un_ork,"['uncork', 'unwork']",,uncork unwork,,,,,FALSE
unco_k,"['uncork', 'uncock']",,uncork uncock,,,,,FALSE
uncor_,"['uncork', 'uncord']",,uncork uncord,,,,,FALSE
res_at,"['reseat', 'rescat']",,reseat rescat,,,,,FALSE
tuss_h,"['tussah', 'tusseh']",,tussah tusseh,,,,,FALSE
tussa_,"['tussah', 'tussal']",,tussah tussal,,,,,FALSE
bor_el,"['borrel', 'bordel']",,borrel bordel,,,,,FALSE
_oggan,"['loggan', 'moggan']",,loggan moggan,,,,,FALSE
log_an,"['loggan', 'logman']",,loggan logman,,,,,FALSE
logga_,"['loggan', 'loggat']",,loggan loggat,,,,,FALSE
_ousle,"['tousle', 'nousle', 'mousle']",,tousle nousle mousle,,,,,FALSE
l_rate,"['lyrate', 'lorate']",,lyrate lorate,,,,,FALSE
pa_ier,"['panier', 'pavier']",,panier pavier,,,,,FALSE
u_curl,"['uncurl', 'upcurl']",,uncurl upcurl,,,,,FALSE
an_lic,"['anglic', 'anilic']",,anglic anilic,,,,,FALSE
r_mist,"['ramist', 'romist']",,ramist romist,,,,,FALSE
ca_ape,"['canape', 'capape']",,canape capape,,,,,FALSE
h_dage,"['hidage', 'hydage']",,hidage hydage,,,,,FALSE
lampa_,"['lampas', 'lampad']",,lampas lampad,,,,,FALSE
exse_t,"['exsert', 'exsect']",,exsert exsect,,,,,FALSE
bu_led,"['bulled', 'bugled']",,bulled bugled,,,,,FALSE
bul_ed,"['bulled', 'bulbed']",,bulled bulbed,,,,,FALSE
_asify,"['gasify', 'basify']",,gasify basify,,,,,FALSE
flo_en,"['floren', 'flowen']",,floren flowen,,,,,FALSE
no_ade,"['nomade', 'noyade']",,nomade noyade,,,,,FALSE
out_ie,"['outvie', 'outlie']",,outvie outlie,,,,,FALSE
_arnic,"['carnic', 'darnic']",,carnic darnic,,,,,FALSE
c_rnic,"['carnic', 'cornic']",,carnic cornic,,,,,FALSE
carni_,"['carnic', 'carnin']",,carnic carnin,,,,,FALSE
debte_,"['debted', 'debtee']",,debted debtee,,,,,FALSE
_weigh,"['aweigh', 'sweigh']",,aweigh sweigh,,,,,FALSE
shin_y,"['shindy', 'shinty']",,shindy shinty,,,,,FALSE
cabi_i,"['cabiri', 'cabiai']",,cabiri cabiai,,,,,FALSE
la_une,"['lagune', 'lacune']",,lagune lacune,,,,,FALSE
mar_is,"['markis', 'mareis']",,markis mareis,,,,,FALSE
jet_on,"['jetton', 'jetson']",,jetton jetson,,,,,FALSE
_ranic,"['uranic', 'iranic']",,uranic iranic,,,,,FALSE
sco_se,"['scouse', 'scorse']",,scouse scorse,,,,,FALSE
camo_s,"['camoys', 'camous']",,camoys camous,,,,,FALSE
_erite,"['kerite', 'cerite', 'nerite', 'perite']",,kerite cerite nerite perite,,,,,FALSE
po_gun,"['popgun', 'potgun']",,popgun potgun,,,,,FALSE
bat_on,"['batton', 'batoon']",,batton batoon,,,,,FALSE
haemi_,"['haemin', 'haemic']",,haemin haemic,,,,,FALSE
azo_ic,"['azotic', 'azonic']",,azotic azonic,,,,,FALSE
ca_ene,"['carene', 'cadene']",,carene cadene,,,,,FALSE
s_then,"['sithen', 'sethen']",,sithen sethen,,,,,FALSE
sithe_,"['sithen', 'sithed']",,sithen sithed,,,,,FALSE
fr_ise,"['fraise', 'froise']",,fraise froise,,,,,FALSE
_hewer,"['chewer', 'shewer', 'whewer']",,chewer shewer whewer,,,,,FALSE
chewe_,"['chewer', 'chewet']",,chewer chewet,,,,,FALSE
_anate,"['lanate', 'tanate']",,lanate tanate,,,,,FALSE
val_ar,"['valvar', 'vallar']",,valvar vallar,,,,,FALSE
valva_,"['valvar', 'valval']",,valvar valval,,,,,FALSE
eliso_,"['elison', 'elisor']",,elison elisor,,,,,FALSE
gre_ve,"['greave', 'greeve']",,greave greeve,,,,,FALSE
_ardel,"['fardel', 'sardel']",,fardel sardel,,,,,FALSE
ro_ily,"['rosily', 'ropily']",,rosily ropily,,,,,FALSE
rosi_y,"['rosily', 'rosiny']",,rosily rosiny,,,,,FALSE
t_wery,"['towery', 'tawery']",,towery tawery,,,,,FALSE
sme_th,"['smeeth', 'smeath']",,smeeth smeath,,,,,FALSE
m_chel,"['mochel', 'muchel']",,mochel muchel,,,,,FALSE
_aslet,"['haslet', 'taslet']",,haslet taslet,,,,,FALSE
fro_zy,"['frowzy', 'frouzy']",,frowzy frouzy,,,,,FALSE
frow_y,"['frowzy', 'frowny', 'frowey']",,frowzy frowny frowey,,,,,FALSE
imp_ne,"['impune', 'impone']",,impune impone,,,,,FALSE
_efoul,"['befoul', 'defoul']",,befoul defoul,,,,,FALSE
befo_l,"['befoul', 'befool']",,befoul befool,,,,,FALSE
l_rker,"['lurker', 'larker']",,lurker larker,,,,,FALSE
l_pper,"['lapper', 'lopper']",,lapper lopper,,,,,FALSE
_elada,"['gelada', 'melada']",,gelada melada,,,,,FALSE
_rowny,"['browny', 'frowny']",,browny frowny,,,,,FALSE
_eduit,"['reduit', 'deduit']",,reduit deduit,,,,,FALSE
dar_le,"['dartle', 'darkle']",,dartle darkle,,,,,FALSE
s_erre,"['sterre', 'sperre']",,sterre sperre,,,,,FALSE
ster_e,"['sterre', 'sterte', 'sterve']",,sterre sterte sterve,,,,,FALSE
l_mper,"['lumper', 'limper']",,lumper limper,,,,,FALSE
exta_y,"['extasy', 'extacy']",,extasy extacy,,,,,FALSE
_odman,"['dodman', 'hodman']",,dodman hodman,,,,,FALSE
term_r,"['termor', 'termer']",,termor termer,,,,,FALSE
_eated,"['meated', 'teated']",,meated teated,,,,,FALSE
_ogget,"['hogget', 'dogget']",,hogget dogget,,,,,FALSE
_ervis,"['dervis', 'pervis']",,dervis pervis,,,,,FALSE
y_upon,"['yaupon', 'youpon']",,yaupon youpon,,,,,FALSE
_lunch,"['clunch', 'glunch']",,clunch glunch,,,,,FALSE
_anite,"['danite', 'tanite']",,danite tanite,,,,,FALSE
du_der,"['dunder', 'dudder']",,dunder dudder,,,,,FALSE
tenac_,"['tenace', 'tenacy']",,tenace tenacy,,,,,FALSE
_ulker,"['bulker', 'sulker']",,bulker sulker,,,,,FALSE
b_lker,"['bulker', 'balker']",,bulker balker,,,,,FALSE
fungi_,"['fungia', 'fungic', 'fungin']",,fungia fungic fungin,,,,,FALSE
pedat_,"['pedata', 'pedate']",,pedata pedate,,,,,FALSE
unkno_,"['unknow', 'unknot']",,unknow unknot,,,,,FALSE
_owish,"['lowish', 'cowish']",,lowish cowish,,,,,FALSE
te_mer,"['termer', 'teemer']",,termer teemer,,,,,FALSE
la_ker,"['lacker', 'larker']",,lacker larker,,,,,FALSE
s_irky,"['shirky', 'smirky']",,shirky smirky,,,,,FALSE
n_dder,"['nodder', 'nadder', 'nedder']",,nodder nadder nedder,,,,,FALSE
_eewit,"['peewit', 'teewit']",,peewit teewit,,,,,FALSE
as_art,"['assart', 'astart']",,assart astart,,,,,FALSE
mu_age,"['murage', 'mutage']",,murage mutage,,,,,FALSE
_retic,"['cretic', 'uretic']",,cretic uretic,,,,,FALSE
j_unce,"['jounce', 'jaunce']",,jounce jaunce,,,,,FALSE
mam_er,"['mammer', 'mamzer']",,mammer mamzer,,,,,FALSE
mamme_,"['mammer', 'mammee', 'mammet']",,mammer mammee mammet,,,,,FALSE
co_ure,"['colure', 'conure']",,colure conure,,,,,FALSE
mat_co,"['matico', 'mataco']",,matico mataco,,,,,FALSE
labr_s,"['labrus', 'labras']",,labrus labras,,,,,FALSE
s_utch,"['scutch', 'smutch', 'slutch']",,scutch smutch slutch,,,,,FALSE
c_rvet,"['curvet', 'corvet']",,curvet corvet,,,,,FALSE
cur_et,"['curvet', 'curiet']",,curvet curiet,,,,,FALSE
_ollop,"['collop', 'lollop']",,collop lollop,,,,,FALSE
collo_,"['collop', 'collow']",,collop collow,,,,,FALSE
li_per,"['limper', 'lisper']",,limper lisper,,,,,FALSE
_istic,"['fistic', 'mistic', 'pistic', 'cistic']",,fistic mistic pistic cistic,,,,,FALSE
pl_shy,"['plashy', 'plushy']",,plashy plushy,,,,,FALSE
sippe_,"['sipper', 'sippet']",,sipper sippet,,,,,FALSE
_mpery,"['empery', 'impery']",,empery impery,,,,,FALSE
d_bber,"['dubber', 'dibber', 'dabber', 'dobber']",,dubber dibber dabber dobber,,,,,FALSE
ger_nt,"['gerent', 'gerant']",,gerent gerant,,,,,FALSE
fanto_,"['fantom', 'fantod']",,fantom fantod,,,,,FALSE
_harry,"['charry', 'gharry']",,charry gharry,,,,,FALSE
charr_,"['charry', 'charre']",,charry charre,,,,,FALSE
a_tone,"['astone', 'attone']",,astone attone,,,,,FALSE
aston_,"['astone', 'astony']",,astone astony,,,,,FALSE
conte_,"['contex', 'contek']",,contex contek,,,,,FALSE
wabbl_,"['wabble', 'wabbly']",,wabble wabbly,,,,,FALSE
pr_ser,"['proser', 'priser']",,proser priser,,,,,FALSE
coign_,"['coigny', 'coigne']",,coigny coigne,,,,,FALSE
_nship,"['unship', 'inship']",,unship inship,,,,,FALSE
_esses,"['lesses', 'vesses']",,lesses vesses,,,,,FALSE
jambe_,"['jambes', 'jambee']",,jambes jambee,,,,,FALSE
_nknot,"['unknot', 'inknot']",,unknot inknot,,,,,FALSE
unkn_t,"['unknot', 'unknit']",,unknot unknit,,,,,FALSE
ceru_e,"['ceruse', 'cerule']",,ceruse cerule,,,,,FALSE
perfi_,"['perfit', 'perfix']",,perfit perfix,,,,,FALSE
b_zant,"['bezant', 'byzant']",,bezant byzant,,,,,FALSE
ro_che,"['rouche', 'rotche']",,rouche rotche,,,,,FALSE
rou_he,"['rouche', 'routhe']",,rouche routhe,,,,,FALSE
